platform,Desc,Link,Price,Rating,Raters,Reviewers,img_url,Scaled Rating,VFM,composite
Amazon,"Beco Wooden Bamboo Toothbrush with Charcoal Activated Soft Bristles | Pack of 2 | 100% Eco-Friendly, BPA Free, Biodegradable and Compostable",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzk4NTM0MzAwNzAzODAwOjE2NzIyMzQxNDQ6c3BfYXRmOjIwMTA0NjIyMjQyNjk4OjowOjo&url=%2FBamboo-Toothbrush-Charcoal-Activated-Bristles%2Fdp%2FB08GSSJ1FG%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dtoothbrush%26qid%3D1672234144%26refinements%3Dp_72%253A1318476031%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,130,4.0,433,,https://m.media-amazon.com/images/I/51ATDzZIRYL._AC_UL320_.jpg,3.961497116894654,1.202182425288579,1.0978205898457674
Amazon,"Sensodyne Toothbrush: Sensitive tooth brush with soft rounded bristles, 3 pieces (Buy 2 Get 1 free)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzk4NTM0MzAwNzAzODAwOjE2NzIyMzQxNDQ6c3BfYXRmOjIwMDgxMjQ0ODM2NDA0OjowOjo&url=%2FSensodyne-Sensitive-Toothbrush-Pack%2Fdp%2FB018FPE7QE%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dtoothbrush%26qid%3D1672234144%26refinements%3Dp_72%253A1318476031%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,108,4.3,6124,,https://m.media-amazon.com/images/I/5106nXndcRL._AC_UL320_.jpg,4.299999887880945,1.4316579630267534,1.300393892518236
Amazon,"Better Brush - Manual Toothbrush Extra Soft for adults |12000+ Nano Bristles With Tongue Cleaner |Slim Soft |Cavity Defense |Sensitive Soft | Anti-Bacterial | Worlds Softest Toothbrush (2),Multicolor",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzk4NTM0MzAwNzAzODAwOjE2NzIyMzQxNDQ6c3BfYXRmOjIwMDM5MjYzODcxODk4OjowOjo&url=%2FBetter-Brush-Toothbrush-Anti-Bacterial-Multicolor%2Fdp%2FB09WWX56JG%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dtoothbrush%26qid%3D1672234144%26refinements%3Dp_72%253A1318476031%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,299,4.1,148,,https://m.media-amazon.com/images/I/41hsxH0K5lL._AC_UL320_.jpg,3.8284669706419017,0.7660762829654381,0.8469304616957446
Amazon,"Colgate Sensitive Soft Bristles Manual Toothbrush for adults - 4 Pcs, Multicolor",https://www.amazon.in/Colgate-Sensitive-Toothbrush-Pack-4/dp/B075WYTKXC,94,4.3,8350,,https://m.media-amazon.com/images/I/619bNCmy0IL._AC_UL320_.jpg,4.299999994002187,1.5345718767464311,1.3463219072369206
Amazon,"Colgate Gentle Enamel Ultra Soft Bristles Manual Toothbrush for adults, 4 Pcs (Buy2 Get 2), Soft Bristles for Enamel Care,Multicolor",https://www.amazon.in/Colgate-Gentle-Enamel-Ultra-Toothbrush/dp/B08G5GPXHR,168,4.4,11415,,https://m.media-amazon.com/images/I/51vsMi4jQjL._AC_UL320_.jpg,4.399999999805245,1.1745749711645563,1.205257625432847
Amazon,"Colgate ZigZag Manual Toothbrush for adults, Pack of 6 Medium Multicolour Soft Tooth brush, Antibacterial with Compact Brush Head for Deep & Complete Cleansing",https://www.amazon.in/Colgate-ZigZag-Toothbrush-Medium-Pack/dp/B075WYW77V,106,4.2,9343,,https://m.media-amazon.com/images/I/71FpW5nv6vL._AC_UL320_.jpg,4.19999999819696,1.4114940906307758,1.2611758983642487
Amazon,Oral B Cavity Defense 123 Black Manual Toothbrush for adults with charcoal extract- Medium (Pack of 4),https://www.amazon.in/Oral-Cavity-Defense-Black-Toothbrush/dp/B073HC7WHW,97,4.0,5280,,https://m.media-amazon.com/images/I/71oNGYZUekL._AC_UL320_.jpg,3.9999996367306587,1.405260346136795,1.1984645376258332
Amazon,Colgate Slim Soft Charcoal manual Toothbrush for adults (Buy 2 Get 2 Free) - 4 Pcs,https://www.amazon.in/Colgate-Slim-Soft-Charcoal-Toothbrush/dp/B081QY84M2,150,4.4,2965,,https://m.media-amazon.com/images/I/61sxx22ycUL._AC_UL320_.jpg,4.399976744444597,1.2430467380397792,1.2398836994757274
Amazon,Colgate 360° Flossn Tip Bristle Toothbrush - 1 Piece (Soft),https://www.amazon.in/Colgate-Toothbrush-Degree-Flosstip-Bristles/dp/B012RIMWXK,95,4.2,102,,https://m.media-amazon.com/images/I/514J4s-Y2gL._AC_UL320_.jpg,3.758931405775769,1.3343977612862825,1.0974731230161214
Amazon,"Oral- B 123 Soft manual Toothbrush for adults with Neem Extract (Multicolor,Buy 2 Get 2 Free)",https://www.amazon.in/Oral-1-2-3-Soft-Toothbrush-Extract/dp/B07B81YNY1,99,4.1,1591,,https://m.media-amazon.com/images/I/71zYC5N2VsL._AC_UL320_.jpg,4.099441142494906,1.4255739961809981,1.2371044755986607
Amazon,"Oral B Pro Health Gum Care Soft Toothbrush (Buy 2, Get 2 Free), Multicolor",https://www.amazon.in/Oral-Health-Care-Soft-Free/dp/B00U7EEARI,163,4.2,2014,,https://m.media-amazon.com/images/I/71Z2oG46mOL._AC_UL320_.jpg,4.199811999332509,1.1382004540781276,1.1324683350867568
