platform,Desc,Link,Price,Rating,Raters,Reviewers,img_url,Scaled Rating,VFM,composite
Amazon,"Umadiya® 3D Cover Large Capacity Pencil Case Compass with Compartments, School Supply Organizer for Students, Stationery Box, Cosmetic Zip Pouch Bag (1 Unit)",https://www.amazon.in/Umadiya%C2%AE-Capacity-Compartments-Organizer-Stationery/dp/B0B7XWKDHN,288,4.3,220,,https://m.media-amazon.com/images/I/71bgQvgc1NL._AC_UL320_.jpg,4.14294177972917,1.1015106226521336,1.1044084991665999
Amazon,"Toyshine Double Compartment Bus Pencil Box With MovNluing Tyres, Button Enabled Storages and Sharpner For Kids - Blue",https://www.amazon.in/Toyshine-Compartment-MovNluing-Storages-Sharpner/dp/B09RMVWJ14,399,4.5,133,,https://m.media-amazon.com/images/I/71VzVpbOtML._AC_UL320_.jpg,4.156764876825256,0.9389557271863787,1.0230681923652183
Amazon,Party Propz Stylish School Bus Geometry Box with Wheel for Kids 3+ Years,https://www.amazon.in/School-Bus-Pencil-Box-Girls/dp/B09QM551VM,398,4.2,403,,https://m.media-amazon.com/images/I/71hP5ZWQI7L._AC_UL320_.jpg,4.1523794555566065,0.9391427300430785,1.0220906117934871
Amazon,Camlin Kokuyo Scholar Mathematical Drawing Instruments FREE camlin pen pencil,https://www.amazon.in/Camlin-Scholar-Mathematical-Drawing-Instruments/dp/B00J4YGNGS,130,4.4,1371,,https://m.media-amazon.com/images/I/71bnFBTEHpL._AC_UL320_.jpg,4.3988645605966274,1.7407845262378918,1.4741431688779714
Amazon,Parteet Multicolour Cartoon Printed School Bus Metal Pencil Box with Moving Tyres and Sharpner for Kids (Blue),https://www.amazon.in/Parteet-Multicolour-Cartoon-Printed-Sharpner/dp/B07S6ML21Q,308,4.2,2219,,https://m.media-amazon.com/images/I/61XOp3eXzCL._AC_UL320_.jpg,4.199885664592351,1.07978729373248,1.108493469655477
Amazon,Classmate Invento Geometry Box | Self Centering Die-Cast Compass | Rust resistant instruments,https://www.amazon.in/Classmate-4010001-Invento-Geometry-Box/dp/B00LZLSTA6,130,4.3,3984,,https://m.media-amazon.com/images/I/71iucmLnCFL._AC_UL320_.jpg,4.299996714423303,1.7016590622937031,1.424724735007661
Amazon,Toyshine Cartoon Printed School Bus Matal Pencil Box With Moving Tyres And Sharpner For Kids - BLUE,https://www.amazon.in/Toyshine-Cartoon-Printed-School-Sharpner/dp/B097R5P2Z7,399,4.2,819,,https://m.media-amazon.com/images/I/81EY-HVNxXL._AC_UL320_.jpg,4.192922799853118,0.9471233021915124,1.0364460295486313
Amazon,VIKAS GIFT GALLERY Multicolour Cartoon Printed School Bus Matal Pencil Box with Moving Tyres and Sharpner for Kids ( Pink or Blue ) Multicolour,https://www.amazon.in/Vikas-gift-gallery-Cartoon-Multicolour/dp/B08T76WQJB,315,4.1,606,,https://m.media-amazon.com/images/I/51Uig-sEr0L._AC_UL320_.jpg,4.0831288941860695,1.038039586917349,1.0566389431861367
Amazon,ESnipe Mart Magnetic Pencil Case with Sharpener (Pink),https://www.amazon.in/ESnipe-Mart-Pencil-Case-Sharpener/dp/B0B8DTLG72,279,4.6,221,,https://m.media-amazon.com/images/I/71MCWpoJG-L._AC_UL320_.jpg,4.433241908539475,1.1975548991785676,1.2322411593807612
Amazon,"FunBlast Magnetic Pencil Case with Sharpener – Hello Summer Themed Luxury Pencil Box for Kids – Stationary Organizer Pencil Box for Girls, Kids, Boys (Pink)",https://www.amazon.in/FunBlast-Magnetic-Pencil-Case-Sharpener/dp/B09M8VB45T,324,4.3,458,,https://m.media-amazon.com/images/I/51qqhV2oT9L._AC_UL320_.jpg,4.263733669995877,1.0687931638268044,1.119601490082823
Amazon,"FunBlast Multifunctional Pencil Box for Kids, Space Pencil Box for Boys, Kids Pencil Box for Boys & Girls, Magnetic Pencil Box for Boys, Pop up Pencil Box, Space Theme Return Gifts for Kids",https://www.amazon.in/FunBlast-Multifunctional-Pencil-Magnetic-Return/dp/B0B71FV62W,519,4.0,75,,https://m.media-amazon.com/images/I/61nBVZvCrML._AC_UL320_.jpg,3.4208452003116383,0.6775258136187602,0.7151924320633396
Amazon,KIKU Vini Spiderman Printed Jumbo Gadget Pencil Box with Calculator (Multicolour),https://www.amazon.in/KIKU-Spider-Printed-Calculator-Multicolour/dp/B07PCSYRJY,510,4.1,377,,https://m.media-amazon.com/images/I/41t2PoMAeHL._AC_UL320_.jpg,4.046156687826936,0.8084137881599351,0.924030099002627
Amazon,"Sanghariyat® 3D Cover EVA Pencil Case Large Capacity Pencil Pouch Bag Compass School Pouch Organizer for Students Kids Premium Stylish Pen Holder Pouch, Stationery Box, Cosmetic Pouch Bag (Pack of 1)",https://www.amazon.in/Sanghariyat%C2%AE-Capacity-Organizer-Students-Stationery/dp/B0B7X2ZZCT,289,4.3,352,,https://m.media-amazon.com/images/I/51eAJVAG+1L._AC_UL320_.jpg,4.2346455075256415,1.1239428847428883,1.140291131232835
Amazon,Camlin Kokuyo Nova Geometry Box (Multicolor),https://www.amazon.in/Camlin-Kokuyo-Nova-Geometry-Multicolor/dp/B01BY4UJU6,200,4.3,608,,https://m.media-amazon.com/images/I/71lWpbG83WL._AC_UL320_.jpg,4.282465447338177,1.3663280148799266,1.2714459981155102
Amazon,FunBlast Pencil Case for Kids - Multicolor,https://www.amazon.in/FunBlast-Pencil-Stationary-Students-Supplies/dp/B09K5LS1X7,410,4.4,321,,https://m.media-amazon.com/images/I/612Ev5GhhJL._AC_UL320_.jpg,4.319245439498919,0.9624807636322503,1.0762929055438104
Amazon,FunBlast Metal Car Pencil Box for Kids (White),https://www.amazon.in/FunBlast-Metal-Car-Pencil-Box/dp/B09RVZRM62,292,4.1,49,,https://m.media-amazon.com/images/I/715RUbJ51oL._AC_UL320_.jpg,3.24016768,0.8555633323079224,0.761237426583422
Amazon,Samvardhan Multifunction Jumbo Pencil Box for Girls & Boys Birthday Return Gifts (Captain America (Blue)),https://www.amazon.in/Samvardhan-Multifunction-Compass-Birthday-Captain/dp/B07ZHKHK9R,449,4.0,82,,https://m.media-amazon.com/images/I/71qBndDIdrL._AC_UL320_.jpg,3.4697233551083415,0.738835547174816,0.7575220966328368
Amazon,"WireScorts 3D Cover Space Pencil Case Large Capacity Pencil Pouch Bag Compass School Kids Premium Stylish Pen Holder Pouch, Stationery Box, Cosmetic Pouch Bag, Geometry Box ( Pack of 1 )",https://www.amazon.in/WireScorts-Capacity-Stationery-Cosmetic-Geometry/dp/B0BC9B2YMD,329,4.7,42,,https://m.media-amazon.com/images/I/910faWkSa4L._AC_UL320_.jpg,3.593250861608261,0.893852157531297,0.8628731391781891
Amazon,"Techno Buzz Deal 3D Cover Pencil Case Large Capacity Pencil Pouch Bag Compass School Pouch Organizer for Students Kids Premium Stylish Pen Holder Pouch, Stationery Box, Cosmetic Pouch Bag- Multi Color Multi Design ( Pack of 1)",https://www.amazon.in/3D-Cover-Pencil-Case-Stationery/dp/B0B8ZTQDT7,299,4.6,225,,https://m.media-amazon.com/images/I/71jYMe4EZEL._AC_UL320_.jpg,4.438151888391372,1.1580909567915536,1.2131096609935328
Amazon,"Amitasha 3D Unicorn Cover Pencil Compass with Compartments School Supply Organizer for Student, Stationery Box, Cosmetic Zip Pouch Bag - Multicolor",https://www.amazon.in/Amitasha-Compartments-Organizer-Stationery-Cosmetic/dp/B0B5X585C2,379,4.1,80,,https://m.media-amazon.com/images/I/61mB6BQfEfL._AC_UL320_.jpg,3.542821500334234,0.821118373284464,0.8154150476785123
Amazon,"Toyshine Double Compartment Bus Pencil Box With Moving Tyres, Button Enabled Storages and Sharpner For Kids - Pink",https://www.amazon.in/Toyshine-Compartment-Enabled-Storages-Sharpner/dp/B09RMGSZQ7,360,4.5,133,,https://m.media-amazon.com/images/I/61vjFYcxqVL._AC_UL320_.jpg,4.156764876825256,0.9885082829822479,1.049716880625653
Amazon,"Toytastic 3D Cover Space Pencil Case Large Capacity Pencil Pouch Bag Compass School Pouch Organizer for Students Kids Premium Stylish Pen Holder Pouch, Stationery Box, Cosmetic Pouch Bag(Pack of 1)",https://www.amazon.in/3D-Cover-Pencil-Case-Stationery/dp/B0B8T29SX1,329,4.4,158,,https://m.media-amazon.com/images/I/81LOuKcyGfL._AC_UL320_.jpg,4.133735846897972,1.0283024613985443,1.0647060545248495
Amazon,FunBlast Multi Layer Plastic And Metal Pen Pencil Box,https://www.amazon.in/FunBlast-Pencil-Box-Case-Kids/dp/B09MPJK3ZZ,343,4.1,60,,https://m.media-amazon.com/images/I/71-z0Xa81YL._AC_UL320_.jpg,3.3720155146877158,0.8215208826808,0.7762925761745805
Amazon,Celebrino Pencil Box for Girls Stylish Boxes Boys Unicorn Kids Jumbo Big Size Multipurpose Jumbo Barbie Magnetic Dual Side Spacious Art Plastic Pencil Box (Pink),https://www.amazon.in/Celebrino-Stylish-Multipurpose-Magnetic-Spacious/dp/B098BB6T3B,499,4.2,35,,https://m.media-amazon.com/images/I/51AE5i08DlS._AC_UL320_.jpg,3.0781832463099716,0.6217564519683676,0.6164973093343958
Amazon,Toyshine Double Decker London Bus Matal Pencil Box With Moving Tyres And Sharpner For Kids - BLUE,https://www.amazon.in/Toyshine-Double-Decker-London-Sharpner/dp/B09HQVXXQZ,426,4.0,79,,https://m.media-amazon.com/images/I/71CaL5vSL9L._AC_UL320_.jpg,3.449566377000905,0.7541119274920876,0.7608673988356861
Amazon,"FUNVERSE® 3D EVA Space Pencil Case for Kids - Pencil Pouch , New Kids Designer Pencil Pouch for Kids - Pencil Pouch for Kids ( Big Size )",https://www.amazon.in/FUNVERSE%C2%AE-Space-Pencil-Case-Kids/dp/B0B883BNQX,399,4.8,120,,https://m.media-amazon.com/images/I/51IF6qzTv9L._AC_UL320_.jpg,4.383471009359504,0.9901655087927621,1.1078949958903208
Amazon,Toyshine Double Decker London Bus Metal Pencil Box with Moving Tyres and Sharpner for Kids - Mermaid Pink,https://www.amazon.in/Toyshine-Double-Decker-London-Sharpner/dp/B0B7N8JM3D,399,4.2,33,,https://m.media-amazon.com/images/I/71ziMyn8imL._AC_UL320_.jpg,3.0344158057843265,0.6854325861418787,0.6380930738420718
Amazon,KIKU Gadget Pencil Box with Calculator (Multicolour),https://www.amazon.in/KIKU-Spiderman-Gadget-Calculator-Multicolour/dp/B07M6B9YS6,550,4.0,758,,https://m.media-amazon.com/images/I/71zSpLuqJdL._AC_UL320_.jpg,3.9914107960535334,0.7679292081576232,0.8884103017795523
Amazon,SHREE TECHNESH® Angel Printed Jumbo Gadget Pencil Box Water Glittery Pen (Pink),https://www.amazon.in/Shree-Technesh-Frozan-Printed-Calculator/dp/B07M8CNXJ4,499,4.2,482,,https://m.media-amazon.com/images/I/719kpiZaJRL._AC_UL320_.jpg,4.168693208214759,0.8420265107970235,0.9716041976285267
Amazon,Toyshine Double Decker London Bus Metal Pencil Box with Moving Tyres and Sharpner for Kids - Red,https://www.amazon.in/Toyshine-Double-Decker-London-Sharpner/dp/B09HQYFKPM,474,4.0,79,,https://m.media-amazon.com/images/I/7118+7b6cZL._AC_UL320_.jpg,3.449566377000905,0.714910109797773,0.7408269800905893
Amazon,"SHREE TECHNESH Super Heros Theme Jumbo Pencil Box with Gel Pen, Pencil Box Boys School with Pen (Blue)",https://www.amazon.in/SHREE-TECHNESH%C2%AE-Super-Pencil-School/dp/B08KZYB1ZW,495,4.0,233,,https://m.media-amazon.com/images/I/81eCuVGj7VS._AC_UL320_.jpg,3.8673238552533324,0.7843033064763141,0.8699196282275216
Amazon,FineMoe Standing Pencil Cases - Pop Up Pencil Pouch Box for School Students - Korean Pen Holder Stationery Pouch Makeup Cosmetic Bag Organizer - Pencil Pouches for Girls Boys Women Teens (Pink),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NTgwMzU3MzczOTcwNjUzOjE2NzIyMjcyNTY6c3BfYnRmOjIwMDI4NjgzNjYxNjk4OjowOjo&url=%2FFineMoe-Standing-Pencil-Cases-Stationery%2Fdp%2FB09CFZQTLG%2Fref%3Dsr_1_106_sspa%3Fkeywords%3Dcompass%2Bbox%26qid%3D1672227256%26refinements%3Dp_72%253A1318476031%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,599,4.0,392,,https://m.media-amazon.com/images/I/71N1BjdpIBL._AC_UL320_.jpg,3.9517675164153543,0.7285411369350738,0.856732005908516
Amazon,"Sanghariyat® Unicorn Pencil Case with Compartments 3D Cover School Supply for Students, Stationery Box,Unicorn Pencil Box New Kids Designer Cute Premium Stylish Multipurpose for Boys & Girls (Pack Of 1)",https://www.amazon.in/Sanghariyat%C2%AE-Unicorn-Pencil-Compartments-Students/dp/B0B38RDPY5,309,4.2,127,,https://m.media-amazon.com/images/I/81P0IoPWe4L._AC_UL320_.jpg,3.860273904047026,0.9908661324101075,0.9760053050838322
Amazon,"Kiddie Galaxia® 3D Unicorn Cover Large Capacity Pencil Case Compass with Compartments, School Supply Organizer for Students, Stationery Box, Cosmetic Zip Pouch Bag (1 Unit)",https://www.amazon.in/Kiddie-Galaxia%C2%AE-Compartments-Organizer-Stationery/dp/B0BBCPX9ZR,309,4.4,39,,https://m.media-amazon.com/images/I/71f3m6aKqfL._AC_UL320_.jpg,3.3079316033987873,0.8490893329358405,0.7742117866648726
Amazon,"FunBlast Magnetic Pencil Case with Sharpener - Stylish Pencil Box for Kids, Magnetic Lock Bear Print Pencil Case, Pencil Box for Girls, Pencil Box Boys, Return Gifts for Kids (Blue)",https://www.amazon.in/FunBlast-Magnetic-Pencil-Case-Sharpener/dp/B09MKMKYPY,464,4.1,60,,https://m.media-amazon.com/images/I/61jH3SWDu-L._AC_UL320_.jpg,3.3720155146877158,0.7063284138853306,0.7198126386239799
Amazon,Maped Agility Compass - Plastic Holder Kid'z 360,https://www.amazon.in/Maped-Kidz-360-Compass-Assorted/dp/B07KCR6MJY,79,4.2,633,,https://m.media-amazon.com/images/I/71w+HjCjYxL._AC_UL320_.jpg,4.184687621136707,2.124347705629423,1.5491818861620537
Amazon,Maped Technic Compass Instrument Set,https://www.amazon.in/Maped-Technic-Compass-Instrument-Set/dp/B0029FHW5U,447,4.4,1141,,https://m.media-amazon.com/images/I/51X3W44+KEL._AC_UL320_.jpg,4.397655991171718,0.938520136783226,1.0821055291498616
Amazon,"FunBlast Magnetic Pencil Case with Sharpener - Pencil Box for Kids, Deer Theme Pencil Box for Kids, Pencil Box for Girls, Pencil Box Boys, Pencil Box for Girls Stylish",https://www.amazon.in/FunBlast-Magnetic-Pencil-Case-Sharpener/dp/B09MKKNKLK,389,4.1,60,,https://m.media-amazon.com/images/I/61N4DeBAHUL._AC_UL320_.jpg,3.3720155146877158,0.7714199512364887,0.7522489022080453
Amazon,"Prime Deals 3D Cover EVA Pencil Case Large Capacity Pencil Pouch Bag Compass School Pouch Organizer for Students Kids Premium Stylish Pen Holder Pouch, Stationery Box, Cosmetic Pouch Bag",https://www.amazon.in/Prime-Deals-Pencil-Pouch-Stationery/dp/B0BBW917BW,319,4.5,154,,https://m.media-amazon.com/images/I/61ot6tqqcoL._AC_UL320_.jpg,4.217777990837049,1.065527046725086,1.1058405737673709
Amazon,"Sanghariyat® 3D Unicorn Cover Large Capacity Pencil Case Compass with Compartments, School Supply Organizer for Students, Stationery Box, Cosmetic Zip Pouch Bag (1 Unit)",https://www.amazon.in/Sanghariyat%C2%AE-Capacity-Compartments-Organizer-Stationery/dp/B0BBCPH4Z6,309,4.0,37,,https://m.media-amazon.com/images/I/61qxO0FmLtL._AC_UL320_.jpg,2.9706113026762226,0.7625049946043109,0.6588609081998945
Amazon,"Sanghariyat® Branded 3D Cover Pencil Case with Compartments, Pencil Pouch for Kids, Pencil Box for Kids, School Supply Organizer for Students, Stationery Box, Cosmetic Zip Pouch Bag (1 Unit)",https://www.amazon.in/Sanghariyat%C2%AE-Compartments-Organizer-Students-Stationery/dp/B0BGHJMSJ3,389,4.2,41,,https://m.media-amazon.com/images/I/610HKdGNl3L._AC_UL320_.jpg,3.193711667492488,0.7306291706159672,0.6933791428342898
Amazon,"FunBlast Dino Pencil Box Magnetic Pencil Box with Sharpener Dinosaur Themed Luxury Pencil Case for Kids Stationary Organizer Pencil Box for Boys, Kids, Girls (Multicolor)",https://www.amazon.in/FunBlast-Magnetic-Pencil-Box-Sharpener/dp/B09M8CWWPC,510,4.3,122,,https://m.media-amazon.com/images/I/61Rms+nn1aL._AC_UL320_.jpg,3.9343526959121555,0.7860755804214274,0.8859965021648364
Amazon,Anerideals New Password Protected Trolly Style Plastic Pencil Box for Kids ( Blue ),https://www.amazon.in/Anerideals-Password-Protected-Trolly-Plastic/dp/B088FY169G,349,4.0,99,,https://m.media-amazon.com/images/I/71mVN-ipTwL._AC_UL320_.jpg,3.5656722915269072,0.8612015762786757,0.8404664837687652
Amazon,"Toyshine 2 in 1 Super Car Metal Pencil Box with Moving Wheels, Detailed Exterior, Double Comparment for Kids - Blue Black",https://www.amazon.in/Toyshine-Pencil-Detailed-Exterior-Comparment/dp/B09RK52LW4,449,4.2,55,,https://m.media-amazon.com/images/I/61Cltwiop-L._AC_UL320_.jpg,3.3973145355835492,0.7234169664066638,0.7339334258129936
Amazon,"Toyshine 2 in 1 Super Car Metal Pencil Box with Moving Wheels, Detailed Exterior, Double Comparment for Kids - Brown",https://www.amazon.in/Toyshine-Pencil-Detailed-Exterior-Comparment/dp/B09RK53PPN,359,4.2,55,,https://m.media-amazon.com/images/I/61dVLYqw9eL._AC_UL320_.jpg,3.3973145355835492,0.809030018915795,0.7761481747416463
Amazon,Maped 9pcs Geometry Set,https://www.amazon.in/MAPED-536919-Maped-9pcs-Geometry/dp/B00Q88ARF6,327,4.3,1033,,https://m.media-amazon.com/images/I/61OJxSy4NkL._AC_UL320_.jpg,4.296698206698357,1.0721043980678249,1.130003931445978
Amazon,Reynolds Geometry Box,https://www.amazon.in/Reynolds-8904379403771-Geometry-Box/dp/B0BD28TXNX,299,4.3,114,,https://m.media-amazon.com/images/I/61rnz-Fni7L._AC_UL320_.jpg,3.9030345922087704,1.0184574973886045,1.000461591202725
Amazon,Classmate Asteroid Mathematical Drawing Instruments Box,https://www.amazon.in/Classmate-Asteroid-Mathematical-Drawing-Instruments/dp/B077GSS1JF,200,4.0,32,,https://m.media-amazon.com/images/I/71V1BRLMDiL._AC_UL320_.jpg,2.8679798107807555,0.9150339237448922,0.696821035317734
Amazon,Maped Stop System Compass Set - Pack of 5,https://www.amazon.in/Maped-Stop-System-Compass-Set/dp/B004PTOS14,299,4.3,1043,,https://m.media-amazon.com/images/I/71JIBdMTlsL._AC_UL320_.jpg,4.296810591769618,1.1212093714931797,1.1556228872873726
Amazon,Faber Castell Mathematical Drawing Instrument Box,https://www.amazon.in/Faber-Castell-Mathematical-Drawing-Instrument/dp/B00GTE2TXW,130,4.1,150,,https://m.media-amazon.com/images/I/71QO5C9+TUL._AC_UL320_.jpg,3.833385698023099,1.5170047666380444,1.1992301978722801
Amazon,"Wolpin 1Pc 3D Pencil Case, Large Capacity Pencil Pouch Bag for Boys & Girls Students with Zip Closure Portable Stationery Bag Organizer EVA, Space Blue",https://www.amazon.in/Capacity-Students-Portable-Stationery-Organizer/dp/B0B5HWHKR8,379,4.4,179,,https://m.media-amazon.com/images/I/71qHhU2I4gL._AC_UL320_.jpg,4.177727840551233,0.9682703709839788,1.0441551400119475
Amazon,"VIKASGIFTGALLERY EVA Unicorn Owl Print Pencil Case Organizer, Multicolour",https://www.amazon.in/Vikas-gallery-Capacity-Organizer-Multipurpose/dp/B07Q6TM7R2,325,4.3,2790,,https://m.media-amazon.com/images/I/71EyfetexNL._AC_UL320_.jpg,4.2999672932115205,1.0762163239016733,1.1330302496623894
Amazon,Cable World® New Kids Designer Hardtop Pencil Case for Girls and Women (Multi Color) (Multi Design),https://www.amazon.in/Cable-New-Designer-Hardtop-Pencil/dp/B09QL32W3Y,329,4.4,466,,https://m.media-amazon.com/images/I/816uYhnJ0KL._AC_UL320_.jpg,4.364399752801545,1.0856820983616657,1.155054365876849
Amazon,"Royal Hub Branded 3D Cover Pencil Case with Compartments, Pencil Pouch for Kids, Pencil Box for Kids, School Supply Organizer for Students, Stationery Box, Cosmetic Zip Pouch Bag (1 Unit)",https://www.amazon.in/Royal-Hub-Compartments-Organizer-Stationery/dp/B0BGHFMXVJ,389,4.5,64,,https://m.media-amazon.com/images/I/61y1mOO0QhL._AC_UL320_.jpg,3.74502528,0.8567538335138912,0.8804594252086952
Amazon,"Mist Unicorn Pencil Pouch Soft Toys for Children, Kids Favorite Pencil Box (style2) Colour: Pink & White",https://www.amazon.in/Mist-Watermelon-Pencil-Children-Favorite/dp/B07YJZFBL8,99,4.2,259,,https://m.media-amazon.com/images/I/41TiX4QB-qL._AC_UL320_.jpg,4.084220883587606,1.852114056030757,1.4117885344704755
Amazon,Maped Technic Compass Kit (Multicolor),https://www.amazon.in/Maped-Technic-Compass-Kit-Multicolor/dp/B000WV0O9Y,380,4.2,196,,https://m.media-amazon.com/images/I/81U-VVNBHKL._AC_UL320_.jpg,4.015282046533632,0.9293950647879666,0.9832021124992117
Amazon,"Toyshine Milk Truck Metal Pencil Box with Moving Tyres, Sharpners and Pencils Included for Kids - Pink",https://www.amazon.in/Toyshine-Pencil-Sharpners-Pencils-Included/dp/B09HQWWKWY,426,4.2,819,,https://m.media-amazon.com/images/I/71xmHKIZavL._AC_UL320_.jpg,4.192922799853118,0.9166175538769539,1.0196180529662715
Amazon,"Storite Large Capacity Pencil Cases Bag, Large Pencil Pen Pouch with Handle, Portable Makeup Bag, Case Cute Stationery Organizer Bag with Zipper for Kids for Students, Kids Adults Office (Grey, 22.5cm x 9cm x 13cm)",https://www.amazon.in/Storite-Capacity-Portable-Stationary-Organizer/dp/B08YJKG48N,399,4.1,505,,https://m.media-amazon.com/images/I/81-RPmBb7eL._AC_UL320_.jpg,4.072772850713548,0.9199830894999746,0.9922170288875254
Amazon,Smily Kiddos Multipurpose Pencil Case Pencil Box | Pencil Box for Kids/Boys/Girls | Compass Box | School Stationery Colour: Blue/Purple/Light Blue /Pink /Black,https://www.amazon.in/Smily-Kiddos-Anywhere-Compass-Stationary/dp/B07DQD6QPY,750,4.8,33,,https://m.media-amazon.com/images/I/81egUJshiyL._AC_UL320_.jpg,3.46790377803923,0.5713635227401178,0.665809303192206
Amazon,ALMOSTHERE® Cartoon Printed Bus Geometry Box Double Compartment Metal Body Pencil Case Pen Pencil Holder with Sharpener and Moving Tyres Like Bus Metal Pencil Box (Magic Bus Pink),https://www.amazon.in/ALMOSTHERE%C2%AE-Cartoon-Geometry-Compartment-Sharpener/dp/B09V7PZ3KK,298,4.4,87,,https://m.media-amazon.com/images/I/71qB89qR3tL._AC_UL320_.jpg,3.8510456243758897,1.0065761482262603,0.9813604388958407
Amazon,Maped Metal Compass 9 Pieces Geometry Box,https://www.amazon.in/Maped-Metal-Compass-Pieces-Geometry/dp/B07NRRP87N,270,4.1,45,,https://m.media-amazon.com/images/I/61v7u3fURXL._AC_UL320_.jpg,3.182319028835691,0.8738521054672616,0.7555953024467144
Amazon,Party Propz Large Capacity Pencil Box for Boys - Blue Compass Box for Boys / Stylish Geometry Box for Girls / Pencil Box Set Toys for Kids 3+ Years /Kids Geometry Box/ Pen Box,https://www.amazon.in/Large-Capacity-Pencil-Box-Boys/dp/B0B1N1W89S,314,4.0,122,,https://m.media-amazon.com/images/I/71uNh9OOHVL._AC_UL320_.jpg,3.65986297294154,0.9319145765556124,0.8973863163187432
